,tweet,sarcastic
653,it’s literally so hard being this hot and sexy and beautiful everyday,1
654,It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,1
655,I just love falling up the stairs 😑,1
656,Is spunk a slur?,1
657,i have bags under my eyes because im tired of your bs:),1
658,I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,1
659,i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),1
660,imma still vote for vermin supreme this presidential election 😤,1
661,"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1
662,Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,1
663,"love island is ending, law school is starting again…summer is really over",1
664,"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",1
665,so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,1
666,As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,1
667,So staying up late was worth it..... 😪😩,1
668,@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1
669,"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1
670,"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1
671,Bristol is absolutely littered with students!! Glad I never was one🙈,1
672,"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",1
673,What happened to unbiased journalism @SkyNews?,1
674,"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",1
675,I’ve been laid off !! Nice:)),1
676,Lol at my life :),1
677,I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,1
678,I’m in Canada so like Happy 4rth?,1
679,Anyone else wanna ruin me day x,1
680,"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",1
681,@devisridhar Do you know of any good chippies in the Crewe area?,1
682,i love 6 hour panic attacks,1
683,"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",1
684,@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,1
685,The numbers talking to me!,1
686,"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1
687,Ayeee it’s officially “I’m not even your girl” season 😛,1
688,Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1
689,Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1
690,@c_j_mcburney Suspect there’s still room for you in the ground,1
691,Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1
692,"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1
693,"these two girls are on the beach in lawn chairs, i love shoobies",1
694,"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1
695,I do love it when my mum makes me spend my savings on beer 😒,1
696,School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1
697,Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,1
698,"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1
699,"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1
700,I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,1
701,“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1
702,Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,1
703,"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1
704,Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1
705,"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",1
706,"My poo is green, how festive.",1
707,turning 22 next week so naturally I increased my tinder age range up to 60,1
708,Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,1
709,im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1
710,"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",1
711,"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1
712,is this an earthquake because i am shook right now,1
713,@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,1
714,How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
715,"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",1
716,A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,1
717,"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",1
718,"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",1
719,I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1
720,just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1
721,it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1
722,Can cats wear nail polish,1
723,"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1
724,Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1
725,@mcfcok82 Thank you for your well balanced and thoughtful input,1
726,accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1
727,watching tik toks at full volume in the middle of the airport should be a federal offense,1
728,i’m gonna get a boob job so i call myself a customizable doll,1
729,Friendly reminder you’re not vegan if you swallow cum,1
730,what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,1
731,Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1
732,‘It’s only a game’ 🥴🥴,1
733,I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,1
734,"Oh good, it's time for the bi-monthly random power outage.",1
735,"Wish I was the bitch that Elijah hewson fucking hated, sad :(",1
736,Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1
737,"@adi_jord agreed, this is ridiculous, gotta cop a pair",1
738,Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1
739,@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,1
740,can't wait til a bunch of pudgy suburban dads save the day with their firearms,1
741,Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1
742,V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1
743,ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,1
744,. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,1
745,"just booked to see David Gray too,,, am i 40",1
746,I may look happy on the outside bit on the inside I'm dying #painful #sad,1
747,"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",1
748,@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1
749,also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1
750,Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1
751,i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,1
752,When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,1
753,"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",1
754,6 more hours and then a whoppingly massive 2days off work! wowzers!,1
755,me not turning up to work is a feminist movement actually,1
756,Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1
757,ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1
758,"@banalincolnlogs red among us guy, hes hot dont come for me",1
759,"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1
760,hey guys! i’m so happy to announce that i’m officially brain dead ☺️,1
761,Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1
762,safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1
763,"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",1
764,If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,1
765,"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1
766,My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1
767,"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1
768,being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1
769,"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1
770,Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1
771,When I grow up I wanna be a sociopath,1
772,wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1
773,"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",1
774,"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
775,jack antonoff once ur done with clairo i’m right here sweetie,1
776,Why am I not famous yet cos I’m actually fucking hilarious,1
777,My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1
778,"Don’t keep up with the Joneses, the Joneses are broke!",1
779,"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",1
780,I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1
781,"@Showmasters are basically thieves, quoting it’s in the small print so you can’t have a refund.
Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",1
782,it’s so rude that i’m not at the beach right now,1
783,Sleep? What’s that... I’ve never heard of it?,1
784,"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1
785,Love it when I forget to transfer my rent money over from my savings 🥴,1
786,"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
787,@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,1
788,"""friends""",1
789,love how badly i embarrass myself on nights out how iconic X,1
790,breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,1
791,"It was almost 70 degrees today but no, global warming doesn't exist 😒",1
792,"According to my road rage, the word of the day is asshat",1
793,Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,1
794,I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,1
795,"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",1
796,"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",1
797,"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. 
But how are we gonna pay for it? What’s next, chocolate milk for everybody?",1
798,Petition to call erections social dickstanding,1
799,"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",1
800,"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",1
801,"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",1
802,sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,1
803,"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1
804,mentally I’m hiding in the walk-in,1
805,Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1
806,"oh you’re just friends?

why’d u shave then?",1
807,remember when everyone’s feeds were just retweeted giveaways looool those were the days,1
808,why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,1
809,Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,1
810,When you get woken up at 3am because of aftershocks from an earthquake 👍😩,1
811,If you don't like Lemonade you're an extremist 🍋,1
812,Agreeing with the right to dunk on the centre is the real dialectical materialism,1
813,my favorite gay drama is the social network,1
814,tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,1
815,I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,1
816,Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1
817,babe stop i’m about to gleek,1
818,"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",1
819,High stakes legos,1
820,It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1
821,thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,1
822,@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1
823,Rubbing my tears into my face is part of my skincare routine lol,1
824,"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",1
825,I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,1
826,Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1
827,@AvatarOdin @aubviouslynot sounds like the american dream ngl,1
828,People who think cancel culture goes too far never learned about excommunication,1
829,i’ve had more interesting conversations w my wall but alright,1
830,love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,1
831,Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,1
832,"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",1
833,@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,1
834,The high tomorrow is 45! Anyone wanna go to the pool?,1
835,"always remember thank your Alexa, just in case the AI take over one day",1
836,just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,1
837,@majornelson Sounds like a strong contender for GOTY,1
838,shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,1
839,Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,1
840,Being a business major is legal conversion therapy and must be stopped,1
841,"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",1
842,i’m dying,1
843,I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,1
844,Old people don’t deserve rights,1
845,hot girls have tree shaped dents in their rear bumpers ❤️,1
846,"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1
847,I picked next year's musical already...Electro City. Obvious choice.,1
848,I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,1
849,everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,1
850,Why are toddlers allowed in public spaces,1
851,How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,1
852,wait what the fuck that solo yolo is mad?,1
853,I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,1
854,Maybe if I watched suits in year 12 I’d be studying law rn,1
855,"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",1
856,Ahhh I get to listen to a cement mixer all day. Awesome.,1
857,"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",1
858,"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1
859,Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1
860,do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,1
861,So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,1
862,yo @claires do yall do hysterectomies?,1
863,@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,1
864,I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1
865,Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,1
866,"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",1
867,"College is really difficult, expensive, tiring, and I often question if a degree is worth the stress. ",0
868,I do not like when professors don’t write out specific notes on my answers to exams.,0
869,"I, at the bare minimum, wish companies actually cared about marginalized communities. At the max, that our capitalistic society is dismantled. ",0
870,"Today my pop-pop told me I was not ""forced"" to go to college. That's not true.",0
871,I would say Ted Cruz is an asshole and doesn’t actually care about people/babies/fetuses. He just wants to wage a war on women and keep the patriarchy in power.  ,0
872,It's a terrible name and the product sounds awful.,0
873,Great recipe from Alexa,0
874,Simply “I’m miserable.”,0
875,this last year of trumps presidency is not going too well,0
876,"Holly Arnold seem like a nice lady, just feel that keeping on about having an MBE may start to annoy her fans.",0
877,"Had a great time playing crazy golf with the family, and I won!",0
878,Brexit really isn't going to plan.,0
879,Can we not sing poor scouser tommy abit slower instead of super fast,0
880,"I probably shouldn't be listening to Maneskin before my OSCE, it's not the right vibe.",0
881,"""Not every celebrity needs to weigh in on every political issue there is""",0
882,"No, it would be less logical.",0
883,My eldest is going to play bingo tonight.,0
884,I hope whoever keeps peeing all over the bathroom at work stops doing that.,0
885,"I do not gaslight, gatekeep, or am a girl boss.",0
886,I am not happy that I didn't get tickets to the Swiftogeddan event when I should be there instead of most people who bought tickets.,0
887,Go to school,0
888,Lynx Africa is terrible and I’m glad I didn’t get one for Christmas this year ,0
889,"I would say that the invasions that take place are unrealistic and are only shown in this way for plot purposes, as opposed to realism.",0
890,It is the first week of the summer holiday and My son is playing his recorder and my ears cannot take the sound anymore. ,0
891,It's not acceptable for you to just refund my delivery fee. ,0
892,Teams is down so I’m happy I can’t do my assignments because of this,0
893,They are from an anti-vax movement and are attempting to enter the building that regulates medicine to change covid vaccination rules. ,0
894,Very concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,0
895,I voted leave/remain in the EU Referendum,0
896,getting my diss down by 1500 words is not fun.,0
897,I only got 2.5 hours of sleep last night and it wasn’t enough,0
898,I hate falling asleep at my laptop ,0
899,trying to know all this history is going to be be a challenge,0
900,Can’t believe Jonny is making me use headphones to watch something so he can play fifa ,0
901,"""Not happy i have been compared to a brick wall"".",0
902,Repulsing people would certainly draw attention.,0
903,My nose is awful,0
904,"I just watched a documentary about finical domination and would be interested in getting into this line of work, if anyone is interested please let me know - if being genuine. Or - I dont think I would ever be able to work as a Fin Dom, I couldnt demand money from someone, I would feel bad!",0
905,I am officially a national trust member,0
906,"Vaccinated this morning. The vaccine did not contain a Microsoft chip, nor did it make me more autistic than I already am.",0
907,It’s coming Rome,0
908,I wish I were as rich as politicians are,0
909,I have to refill my Brita pitcher too often.,0
910,I wish we could have signed a player for the first team. ,0
911,(!) I wonder where the Chancellor is after such an important decision?,0
912,"As someone who is aspec in multiple ways, I enjoy having all parts of my identity being recognised. ",0
913,i’m not ready to go to work after only getting three hours of sleep last night.,0
914,I don’t think he drank 11 beers every hour,0
915,"""i'm reading 4 books at once, let's see if i can actually finish them all""",0
916,He's too old?,0
917,Excuse me but I think that you have made a spelling error on your last comment there.,0
918,"The first half of 2020 is now over, it's been awful so far hasn't it.",0
919,"I don’t appreciate being banned for using the word embarrasing, when others can be racist/homophobic and it’s okay ",0
920,I hate working outside in the heat. ,0
921,I would actually answer the question - 'Who would you want to spend a bank holiday with?' with an answer that I meant. I would be worried that people would mock me if I was honest though - I don't care when the tweet is clearly a joke.,0
922,To buy an airport meal with a £3 voucher is impossible.,0
923,"I am self conscious of my fried, bleach-damaged hair. ",0
924,Wizkid is not the king lol,0
925,Wood burning stoves are definitely not an environmental issue that needs to be immediately addressed ,0
926,It was a really good choice! You should all go watch it ,0
927,Social care for the young is non existent.,0
928,I am disappointed that it took so long to get to this point where we are up to date.,0
929,Justice will never be done,0
930,this was a boring race.,0
931,I hate my dissertation,0
932,Very jealous of my neighbors sitting in their hot tub today whilst I am on back to back zoom meetings.,0
933,"I've been doing physics for 40 minutes, i cant take a break or I'm never going to get it all done at this rate",0
934,Billy Gunn is actually in the spotlight now. ,0
935,I could have said that I was too dumb for conceptual physics. ,0
936,I'm so sad that 1989 (Taylor's version) won't be released this summer.,0
937,I’m recovering from a hangover ,0
938,"The hallways are very crowded lately. I would prefer to take another form of transportation that is more efficient than walking, but none such option exists.",0
939,I can not avoid miss gatherings as I work in a school.,0
940,"This match isn't too interesting, we are using the time to talk about electrics instead!",0
941,Literally the worst possible time to have my AC go out. ,0
942,What a boring tweet.,0
943,Everyone needs gas-x after having beans. ,0
944,The say so song was good after the first 5 listens but after that it got annoying,0
945,No.,0
946,My tinnitus is so annoying,0
947,It wasn't very nice to rat out my location,0
948,"I hate that in order to get time off of work, I have to do something drastic like getting surgery",0
949,Every time I drink I wake up with an upset stomach,0
950,I would say what I said above: Beautician and the Beast isn't Timothy Dalton's best film. ,0
951,"‘Oh Feeya, you haven’t changed’’ ",0
952,I hate waking up to the fire alarm at 7 am.,0
953,fully vaxxed not feeling very girlboss,0
954,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,0
955,She just wants you to use her make-up and skincare.,0
956,the typhoon flew over me today and i didnt get bombed ,0
957,Please do not give me an assignment right before I clock out because now I have to work overtime,0
958,An uninteresting conversation regarding the importance of an Orlando Magic Summer League title. ,0
959," great art, involve rinako-chan",0
960,I appreciate that my sister and brother cook for me,0
961,I hate feeling burnt out from work and the never-ending pandemic.,0
962,They should seek guidance.,0
963,I could have said thanks for coming over ,0
964,Sitting next to my boyfriend but he'll notice me on twitter first.,0
965,I wish I would log off for the day because my email isn't working.,0
966,I watch women's beach volleyball for the hot women.,0
967,"""The worst way to wake up is....""",0
968,I left my Airpods out by the fire and now my ears are warm.,0
969,Why is the ref helping the other team?,0
970,by simply stating the foolishness of voting in favour of brexit ,0
971,Norwich are the standout team this year and therefore Brentford have no chance of winning the league,0
972,My boyfriend could look okay in a maid costume.,0
973,I would point out that how can a President be censored if he has his own press Corp right there in the White House,0
974,"""I don't know who Justin Herbert is""",0
975,Donald Trump is not welcome in a place like London.,0
976,It’s awful that my flat mates have come back drunk and are on the roof when I have an exam tomorrow ,0
977,"College advisors are not nearly as helpful as they should be, in fact they are often the opposite.",0
978,i don’t care because i’m at work,0
979,"Although the uni has now closed the campus, I was able to get a lot of work done having to go in",0
980,'Focus on fixing Earth before you start experimenting with Mars',0
981,I wish there was a way to have a perfect life. ,0
982,My control key fell off my laptop and I cannot control my life,0
983,"Don't say ""dems in disarray,"" because they aren't.",0
984,I want my a-level history course to be finished,0
985,"Although I do not want to live to be 110 years old, I love reading about people's hyper-specific secrets to longevity that other people will inevitably follow",0
986,I would rather quit my job than do any of the work I am explicitly paid to do. ,0
987,After three days of incompetence from Air France my luggage has finally arrived. No thanks to Air France.,0
988,It's really frustrating that all these people traveled internationally,0
989,I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.,0
990,Today is the last day of pride month.,0
991,You don’t need to post a picture from airplane window every time you fly since all pictures from the window are practically the same. ,0
992,I think Kanye West and Gap is a terrible collab.,0
993,I'm sick of listening to my coworkers talk about their kids & want to eat my lunch in peace!,0
994,I don’t like people who talk bad about me,0
995,"""Sounds interesting!""",0
996,In an alternate universe me and sam would have been in a band called teeth at midnight,0
997,"I am in need of money. Therefore, I should sue my college if I fall because they are responsible for not clearing the ice on the ground.",0
998,Grilled cheese doesn't give you a summer bod,0
999,"Instead of saying ""the more you know guys!"" I would just say ""that is not true""",0
1000,Billionaires do not need anyone to speak up on their behalf.,0
1001,Javid hasn't actually opened any new hospitals - he's just announcing that he has when actually he's opening a new facility within an existing hospital,0
1002,Passing out while giving blood is not attractive,0
1003,I don't think K&G owes me therapy.,0
1004,"I would say ""Made a friend in ASL today. I love when that happens.""",0
1005,"I would omit the ""who'da thunk"" part.",0
1006,I wish that my stomach could stop making whale noises after feeding it a protein bar,0
1007,I don’t like my country being the “fat” country.,0
1008,"There is a contrast between the word ""overthinking"" and how everything in life really does not take a toll on you.
",0
1009,Pitching two games back to back is exhausting.,0
1010,There is a website you could use to check if the airbnb is available ,0
1011,Ratings should not matter.,0
1012,dont you hate it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,0
1013,The customer service worker sprayed customers with water like one does to train pets.,0
1014,I dislike paying taxes.,0
1015,Annoying that we have to use another streaming service to watch some TV,0
1016,"I was ready for some march madness, then COVID happened",0
1017,I still can’t get over the fact England did not win the World Cup ,0
1018,"My date got cancelled, and I got ready for nothing.",0
1019,I'm frustrated and I don't want to deal with things right now.,0
1020,"EFY is a time for white, religious kids to make weird friends and mess around while not doing anything productive.",0
1021,You’re terrible,0
1022,Cold queso is gross and warm queso is so much better.,0
1023,"""It's literally their job to have a lot of knowledge on a wide array of subjects""",0
1024,It’s  really annoying I have to use one day of my holiday allowance this year to attend the Grand Prix. ,0
1025,I hate the Walgreens robot,0
1026,"Fed up of seeing forced romance, don't be told when to do something nice for a person you love.",0
1027,I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it. ,0
1028,I wish I didn't just buy gray and striped shirts.,0
1029,I would rather make a scrapbook than use instagram.,0
1030,"Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.",0
1031,"The tweet could be, ""oh my goodness I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face"" to make it not sarcastic. ",0
1032,"I really do not love hurting my foot, it's really painful! ",0
1033,"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",0
1034,@ my apartment complex: please pick a time later in the day to mow the lawn. 8 am = cranky residents.,0
